trade_id,date,symbol,quantity,price,client_id
T039658,2025-01-16,TSLA,318,360.74,C0790
T039659,2025-01-07,AMZN,177,176.24,C2582
T039660,2025-03-07,TSLA,113,792.26,C1560
T039661,2025-01-12,NFLX,710,264.89,C1931
T039662,2025-02-12,TSLA,-450,176.07,C0216
T039663,2025-02-09,META,68,246.41,C2538
T039664,2025-01-01,GOOGL,383,450.36,C2566
T039665,2025-02-27,TSLA,503,437.59,C4156
T039666,2025-01-03,TSLA,-313,770.92,C0113
T039667,2025-01-08,NFLX,333,121.79,C1884
T039668,2025-03-31,GOOGL,-310,575.0,C2132
T039669,2025-03-16,META,-78,272.05,C3537
T039670,2025-03-02,GOOGL,8,341.62,C3281
T039671,2025-03-26,MSFT,359,52.54,C4651
T039672,2025-01-05,TSLA,369,116.54,C1672
T039673,2025-01-26,META,8,585.39,C2517
T039674,2025-03-26,MSFT,-109,537.09,C3663
T039675,2025-03-14,META,29,282.29,C1435
T039676,2025-01-17,META,-290,710.54,C1123
T039677,2025-03-07,GOOGL,-306,183.4,C3177
T039678,2025-02-20,NFLX,-454,588.46,C0144
T039679,2025-02-16,META,-344,560.93,C4072
T039680,2025-02-09,AMZN,-343,326.84,C4303
T039681,2025-01-27,MSFT,-456,169.72,C2889
T039682,2025-02-09,NFLX,-405,738.73,C0925
T039683,2025-01-01,AAPL,748,230.76,C2575
T039684,2025-02-15,AAPL,838,759.3,C3167
T039685,2025-01-11,META,-426,732.95,C2061
T039686,2025-02-08,MSFT,701,298.07,C1999
T039687,2025-01-18,NFLX,966,701.41,C0207
T039688,2025-02-16,AAPL,194,153.1,C1286
T039689,2025-03-15,AMZN,708,760.16,C3236
T039690,2025-01-21,TSLA,689,752.14,C2001
T039691,2025-01-28,AMZN,-406,290.2,C4116
T039692,2025-01-01,AAPL,535,181.36,C2441
T039693,2025-01-14,META,422,540.27,C2994
T039694,2025-01-20,TSLA,-168,498.27,C4315
T039695,2025-03-14,AAPL,723,396.25,C0647
T039696,2025-02-14,MSFT,800,293.2,C4500
T039697,2025-03-02,AMZN,408,573.64,C2970
T039698,2025-01-27,TSLA,240,586.42,C3817
T039699,2025-02-25,GOOGL,786,224.05,C1201
T039700,2025-02-21,NFLX,-395,553.2,C3463
T039701,2025-03-09,AMZN,-450,715.94,C0527
T039702,2025-02-06,GOOGL,432,727.56,C4626
T039703,2025-03-23,MSFT,675,432.89,C0703
T039704,2025-01-31,META,424,287.39,C0918
T039705,2025-02-18,AAPL,482,527.26,C3234
T039706,2025-02-22,NFLX,338,111.82,C3048
T039707,2025-02-08,MSFT,481,628.68,C4674
T039708,2025-01-10,NFLX,604,411.86,C0232
T039709,2025-01-09,GOOGL,687,732.34,C2590
T039710,2025-01-13,TSLA,508,790.63,C2067
T039711,2025-01-18,MSFT,-112,456.39,C1675
T039712,2025-01-12,AAPL,248,559.97,C2693
T039713,2025-03-13,TSLA,601,135.66,C1312
T039714,2025-03-28,TSLA,-399,188.83,C4176
T039715,2025-01-05,AAPL,407,268.49,C2351
T039716,2025-01-07,TSLA,203,70.85,C2107
T039717,2025-01-15,META,774,227.16,C0212
T039718,2025-03-08,META,850,398.67,C1611
T039719,2025-01-18,NFLX,473,310.24,C2399
T039720,2025-02-07,AMZN,568,283.86,C4511
T039721,2025-01-26,TSLA,67,243.96,C2859
T039722,2025-02-07,NFLX,-11,313.13,C1478
T039723,2025-02-28,GOOGL,414,185.66,C1119
T039724,2025-02-21,AMZN,89,414.75,C3981
T039725,2025-02-02,MSFT,-375,663.28,C2685
T039726,2025-01-21,TSLA,193,516.09,C1609
T039727,2025-01-17,AAPL,-323,65.12,C0715
T039728,2025-03-03,AMZN,400,265.07,C0485
T039729,2025-02-28,TSLA,-418,529.79,C3196
T039730,2025-01-02,GOOGL,-341,772.82,C2302
T039731,2025-03-05,NFLX,155,671.12,C1202
T039732,2025-01-25,META,357,86.61,C2136
T039733,2025-02-10,TSLA,-49,508.21,C3916
T039734,2025-01-19,TSLA,162,103.22,C3507
T039735,2025-02-07,AMZN,101,171.81,C3049
T039736,2025-01-25,META,157,654.91,C2451
T039737,2025-02-08,GOOGL,-159,704.24,C1382
T039738,2025-01-04,NFLX,-436,133.11,C3931
T039739,2025-01-03,NFLX,-197,373.42,C0788
T039740,2025-02-03,TSLA,364,176.08,C1882
T039741,2025-01-10,NFLX,0,392.22,C1157
T039742,2025-01-27,AMZN,541,547.13,C3586
T039743,2025-03-31,AAPL,-200,374.74,C4770
T039744,2025-01-01,TSLA,-117,421.23,C4217
T039745,2025-02-13,MSFT,705,799.56,C3056
T039746,2025-03-25,AAPL,52,583.64,C4347
T039747,2025-02-21,TSLA,-167,720.27,C2870
T039748,2025-01-25,AAPL,61,211.61,C4556
T039749,2025-03-15,MSFT,-472,75.16,C2734
T039750,2025-03-06,AAPL,154,689.84,C2645
T039751,2025-03-21,TSLA,239,280.55,C3045
T039752,2025-01-11,META,937,337.23,C3767
T039753,2025-03-09,MSFT,-470,277.62,C4888
T039754,2025-03-18,META,892,110.04,C4982
T039755,2025-03-26,META,830,273.67,C1961
T039756,2025-01-15,META,545,182.83,C2876
T039757,2025-02-26,META,-446,630.87,C4697
T039758,2025-03-15,GOOGL,-418,412.3,C4298
T039759,2025-03-05,NFLX,-452,213.04,C2818
T039760,2025-01-11,AMZN,21,722.33,C3474
T039761,2025-01-20,AMZN,-493,716.95,C1125
T039762,2025-01-30,TSLA,687,144.05,C1760
T039763,2025-01-10,NFLX,-104,435.47,C1748
T039764,2025-02-23,AMZN,226,342.47,C0257
T039765,2025-02-27,AMZN,817,185.32,C1249
T039766,2025-03-20,TSLA,777,229.18,C2839
T039767,2025-01-29,TSLA,774,634.48,C3857
T039768,2025-01-01,AAPL,-399,308.59,C4205
T039769,2025-02-27,AMZN,947,572.0,C2107
T039770,2025-01-21,META,502,468.4,C2146
T039771,2025-01-15,AAPL,440,499.59,C3558
T039772,2025-03-08,AMZN,798,325.77,C3829
T039773,2025-02-02,AMZN,592,354.83,C1747
T039774,2025-02-07,GOOGL,974,232.76,C3762
T039775,2025-01-19,AMZN,40,497.26,C0077
T039776,2025-01-04,NFLX,-235,64.37,C4773
T039777,2025-03-17,TSLA,-104,728.15,C1987
T039778,2025-03-30,AMZN,-196,178.2,C0694
T039779,2025-03-22,MSFT,31,713.31,C2737
T039780,2025-02-27,META,498,719.39,C0065
T039781,2025-03-11,GOOGL,898,420.23,C1668
T039782,2025-01-12,AAPL,-209,607.69,C1411
T039783,2025-03-20,AMZN,932,214.78,C2972
T039784,2025-01-17,AMZN,227,435.18,C4501
T039785,2025-01-01,AAPL,941,235.34,C3603
T039786,2025-01-14,GOOGL,-167,262.6,C1281
T039787,2025-01-02,AAPL,-463,109.29,C2541
T039788,2025-01-04,AMZN,-330,314.25,C4530
T039789,2025-03-07,AAPL,656,240.59,C3011
T039790,2025-03-31,AAPL,435,234.99,C1089
T039791,2025-02-15,AMZN,30,707.78,C3459
T039792,2025-02-19,GOOGL,997,728.19,C1740
T039793,2025-03-01,TSLA,-450,450.9,C0539
T039794,2025-02-21,GOOGL,-440,459.95,C1516
T039795,2025-02-17,TSLA,812,416.61,C2273
T039796,2025-02-08,AMZN,731,400.07,C3832
T039797,2025-03-11,AMZN,-34,306.63,C1941
T039798,2025-03-01,NFLX,857,286.8,C1312
T039799,2025-01-30,NFLX,623,399.55,C0750
T039800,2025-03-27,TSLA,861,560.1,C1325
T039801,2025-01-27,AMZN,868,409.96,C2459
T039802,2025-03-24,AMZN,268,256.98,C3067
T039803,2025-03-15,TSLA,75,544.3,C1381
T039804,2025-02-24,NFLX,-105,566.25,C1141
T039805,2025-03-11,NFLX,517,688.6,C3891
T039806,2025-01-26,AAPL,-126,530.01,C0265
T039807,2025-02-11,META,612,489.62,C3867
T039808,2025-03-08,GOOGL,-403,686.77,C3943
T039809,2025-03-08,GOOGL,725,380.24,C2354
T039810,2025-02-21,NFLX,-223,187.99,C1581
T039811,2025-01-06,MSFT,855,398.06,C3339
T039812,2025-01-10,AMZN,799,599.19,C4165
T039813,2025-02-07,AAPL,879,158.07,C4377
T039814,2025-03-18,AAPL,-474,404.74,C0152
T039815,2025-01-12,AMZN,193,58.96,C3160
T039816,2025-02-15,GOOGL,529,520.74,C1185
T039817,2025-02-18,MSFT,464,356.56,C0858
T039818,2025-03-13,MSFT,973,265.72,C2280
T039819,2025-03-04,NFLX,-116,54.62,C2932
T039820,2025-03-10,MSFT,21,59.91,C4421
T039821,2025-02-12,TSLA,55,301.92,C3330
T039822,2025-03-01,META,-95,166.53,C1787
T039823,2025-01-29,TSLA,-277,135.3,C4708
T039824,2025-03-27,AMZN,273,491.77,C2389
T039825,2025-03-19,MSFT,-306,776.09,C1331
T039826,2025-03-15,NFLX,46,598.84,C4654
T039827,2025-01-11,NFLX,89,541.64,C2025
T039828,2025-02-04,AAPL,491,777.16,C0026
T039829,2025-01-23,TSLA,-221,445.8,C2275
T039830,2025-03-13,NFLX,833,483.56,C4379
T039831,2025-01-21,TSLA,254,209.59,C0978
T039832,2025-02-06,AMZN,526,447.22,C0280
T039833,2025-01-28,META,180,519.74,C1896
T039834,2025-02-27,TSLA,-376,773.73,C4292
T039835,2025-02-22,NFLX,-345,301.53,C1246
T039836,2025-01-28,AMZN,-382,97.79,C2961
T039837,2025-02-11,AAPL,559,709.12,C4890
T039838,2025-03-26,NFLX,468,477.55,C1768
T039839,2025-03-14,NFLX,73,712.39,C0613
T039840,2025-03-02,AMZN,125,201.31,C2058
T039841,2025-03-20,MSFT,649,148.83,C4727
T039842,2025-02-02,TSLA,34,422.54,C1016
T039843,2025-02-24,GOOGL,570,572.87,C3569
T039844,2025-02-06,AMZN,362,138.79,C4658
T039845,2025-02-16,AAPL,-268,742.95,C1324
T039846,2025-02-05,MSFT,99,685.95,C1264
T039847,2025-01-28,AMZN,997,216.1,C0005
T039848,2025-01-10,MSFT,877,772.46,C4201
T039849,2025-01-23,NFLX,16,402.92,C3562
T039850,2025-01-05,NFLX,-311,584.62,C2845
T039851,2025-03-23,AAPL,-388,634.55,C0507
T039852,2025-01-06,NFLX,-188,718.7,C4466
T039853,2025-02-11,NFLX,333,183.61,C2335
T039854,2025-02-16,MSFT,481,433.87,C0057
T039855,2025-03-28,NFLX,-368,322.56,C1711
T039856,2025-01-28,NFLX,-155,323.4,C0883
T039857,2025-01-13,AAPL,-160,602.05,C1241
T039858,2025-01-25,TSLA,134,536.48,C2241
T039859,2025-01-07,MSFT,717,560.85,C2341
T039860,2025-03-07,GOOGL,-18,377.15,C2870
T039861,2025-03-21,GOOGL,864,109.39,C3014
T039862,2025-02-27,GOOGL,282,712.57,C1683
T039863,2025-03-07,AMZN,985,698.9,C2904
T039864,2025-02-05,TSLA,549,588.13,C3745
T039865,2025-01-02,TSLA,19,239.51,C2421
T039866,2025-02-07,AAPL,-72,451.78,C4820
T039867,2025-03-15,AAPL,841,606.13,C4225
T039868,2025-01-14,AMZN,-101,244.96,C2534
T039869,2025-01-27,NFLX,113,526.72,C3882
T039870,2025-01-15,META,188,215.51,C1835
T039871,2025-03-26,META,579,410.55,C0766
T039872,2025-01-12,MSFT,546,678.67,C4563
T039873,2025-02-12,AMZN,-109,429.48,C0218
T039874,2025-02-26,NFLX,-174,573.25,C2812
T039875,2025-03-27,GOOGL,743,546.57,C2036
T039876,2025-02-17,TSLA,165,757.32,C1800
T039877,2025-03-02,AAPL,-281,138.63,C2849
T039878,2025-03-23,NFLX,302,127.02,C0388
T039879,2025-02-13,META,852,76.34,C4661
T039880,2025-02-21,META,983,548.59,C0212
T039881,2025-03-03,AAPL,88,82.6,C0314
T039882,2025-01-02,TSLA,477,777.86,C4422
T039883,2025-03-12,META,-402,91.18,C4248
T039884,2025-01-31,GOOGL,845,223.31,C4516
T039885,2025-03-23,NFLX,526,528.65,C4133
T039886,2025-03-14,GOOGL,517,356.9,C2874
T039887,2025-03-13,NFLX,722,537.32,C4065
T039888,2025-02-02,GOOGL,559,347.01,C1737
T039889,2025-01-05,TSLA,293,139.73,C0047
T039890,2025-03-19,AMZN,737,453.36,C3990
T039891,2025-02-27,NFLX,518,771.13,C1101
T039892,2025-03-18,GOOGL,-419,98.71,C3494
T039893,2025-01-11,AMZN,119,689.77,C2179
T039894,2025-03-25,META,943,689.96,C4201
T039895,2025-01-23,MSFT,-27,734.55,C2446
T039896,2025-02-14,AAPL,970,748.61,C1947
T039897,2025-01-27,AMZN,530,446.48,C2756
T039898,2025-03-20,META,772,765.0,C4823
T039899,2025-02-25,MSFT,-443,538.72,C4318
T039900,2025-02-28,TSLA,-83,710.53,C2976
T039901,2025-03-21,MSFT,805,341.94,C2555
T039902,2025-02-09,MSFT,185,549.22,C0538
T039903,2025-01-18,NFLX,788,194.86,C1204
T039904,2025-02-20,AAPL,686,482.55,C1146
T039905,2025-03-02,MSFT,440,66.68,C4058
T039906,2025-01-23,META,-201,728.32,C1710
T039907,2025-02-05,MSFT,-4,480.35,C1601
T039908,2025-02-07,AAPL,54,251.75,C3361
T039909,2025-03-13,TSLA,533,416.9,C1730
T039910,2025-02-25,GOOGL,195,396.73,C4799
T039911,2025-02-08,AMZN,826,135.76,C3398
T039912,2025-03-17,NFLX,-455,499.04,C3129
T039913,2025-03-23,AMZN,87,727.61,C1104
T039914,2025-03-24,MSFT,-388,358.72,C1660
T039915,2025-03-10,GOOGL,369,570.41,C3033
T039916,2025-01-28,GOOGL,-228,714.99,C4045
T039917,2025-03-31,MSFT,242,311.71,C4699
T039918,2025-01-21,NFLX,123,774.72,C1137
T039919,2025-03-03,NFLX,74,228.28,C3460
T039920,2025-01-23,AMZN,838,323.81,C4533
T039921,2025-01-21,AMZN,366,110.24,C0813
T039922,2025-03-16,META,194,241.21,C0711
T039923,2025-01-16,META,513,615.51,C4551
T039924,2025-03-03,NFLX,917,448.45,C0642
T039925,2025-03-06,GOOGL,794,684.23,C0155
T039926,2025-03-21,GOOGL,-66,264.48,C4164
T039927,2025-01-05,MSFT,228,683.96,C3642
T039928,2025-02-15,AMZN,698,224.06,C2607
T039929,2025-03-05,AMZN,642,272.81,C0594
T039930,2025-03-23,MSFT,870,424.5,C4376
T039931,2025-02-10,MSFT,285,595.7,C2041
T039932,2025-02-13,TSLA,2,784.3,C1860
T039933,2025-03-30,GOOGL,160,624.32,C2340
T039934,2025-01-15,GOOGL,700,574.17,C2274
T039935,2025-03-09,GOOGL,424,202.6,C4599
T039936,2025-02-20,AAPL,-170,82.07,C1698
T039937,2025-02-23,AAPL,667,99.73,C2438
T039938,2025-03-09,META,-287,477.96,C4555
T039939,2025-03-30,MSFT,823,263.98,C2468
T039940,2025-03-18,TSLA,-403,794.4,C0154
T039941,2025-02-11,NFLX,757,514.47,C1378
T039942,2025-02-15,NFLX,338,396.5,C0486
T039943,2025-01-25,AAPL,-224,587.3,C4371
T039944,2025-03-08,GOOGL,126,440.66,C3133
T039945,2025-02-04,NFLX,385,667.6,C4240
T039946,2025-03-14,TSLA,559,149.94,C3566
T039947,2025-03-19,AMZN,-287,388.22,C3763
T039948,2025-01-22,MSFT,445,526.44,C2606
T039949,2025-01-09,AAPL,262,741.74,C2385
T039950,2025-01-24,META,14,65.31,C4333
T039951,2025-01-23,TSLA,368,798.93,C3072
T039952,2025-03-02,NFLX,470,141.29,C2148
T039953,2025-02-06,AAPL,-13,649.65,C4595
T039954,2025-02-14,META,-393,538.54,C4082
T039955,2025-01-15,AAPL,-83,707.57,C2923
T039956,2025-02-26,NFLX,357,651.15,C4235
T039957,2025-01-14,MSFT,-222,752.54,C0178
T039958,2025-02-21,NFLX,499,478.65,C2363
T039959,2025-03-25,AAPL,683,474.28,C1250
T039960,2025-02-05,MSFT,863,496.24,C3547
T039961,2025-01-27,NFLX,788,355.99,C2643
T039962,2025-01-17,NFLX,-475,69.54,C2052
T039963,2025-03-31,MSFT,954,118.84,C4005
T039964,2025-02-10,NFLX,502,785.38,C2980
T039965,2025-01-04,AMZN,354,523.45,C3917
T039966,2025-01-03,NFLX,810,373.14,C2401
T039967,2025-01-19,GOOGL,-473,199.75,C2546
T039968,2025-02-10,NFLX,255,753.19,C1189
T039969,2025-02-09,AMZN,-240,782.27,C4828
T039970,2025-02-27,NFLX,539,63.31,C2464
T039971,2025-02-08,NFLX,-151,80.17,C0786
T039972,2025-01-07,AAPL,-485,243.97,C3708
T039973,2025-02-05,AMZN,231,628.96,C4073
T039974,2025-03-24,NFLX,355,364.9,C4786
T039975,2025-03-17,NFLX,-70,300.08,C1131
T039976,2025-01-20,TSLA,-6,67.88,C4551
T039977,2025-03-17,AMZN,594,766.45,C2175
T039978,2025-01-29,AMZN,735,738.54,C1799
T039979,2025-03-25,NFLX,471,158.85,C2571
T039980,2025-03-09,AMZN,-433,702.26,C2128
T039981,2025-03-07,NFLX,269,544.77,C4814
T039982,2025-02-16,MSFT,131,182.58,C0081
T039983,2025-01-23,META,-232,731.28,C2059
T039984,2025-01-06,GOOGL,279,86.35,C1634
T039985,2025-01-18,NFLX,881,605.18,C1756
T039986,2025-02-22,AMZN,200,256.07,C2437
T039987,2025-01-22,AMZN,-173,695.06,C1559
T039988,2025-03-09,GOOGL,265,230.61,C2213
T039989,2025-03-16,META,-388,238.89,C4093
T039990,2025-02-04,NFLX,-122,725.07,C1024
T039991,2025-03-16,NFLX,435,621.61,C0953
T039992,2025-01-09,AMZN,77,589.48,C2190
T039993,2025-01-31,GOOGL,864,175.03,C0221
T039994,2025-02-12,META,728,554.99,C2551
T039995,2025-03-16,AMZN,-111,556.85,C3633
T039996,2025-01-17,AMZN,785,651.07,C4290
T039997,2025-02-20,META,154,721.58,C2024
T039998,2025-03-07,TSLA,260,609.43,C3107
T039999,2025-01-24,NFLX,881,429.65,C1471
T040000,2025-01-15,TSLA,32,293.75,C1363
T040001,2025-01-28,NFLX,484,428.5,C0531
T040002,2025-01-03,TSLA,979,331.19,C3092
T040003,2025-01-29,MSFT,597,462.09,C4179
T040004,2025-02-21,AAPL,-229,588.3,C0361
T040005,2025-02-23,TSLA,-234,696.64,C3997
T040006,2025-02-27,AAPL,325,526.46,C4999
T040007,2025-02-14,GOOGL,-240,758.86,C2030
T040008,2025-03-18,AAPL,-30,560.84,C3446
T040009,2025-02-19,GOOGL,517,523.98,C4859
T040010,2025-01-22,AAPL,321,95.68,C4406
T040011,2025-02-21,GOOGL,588,238.54,C1304
T040012,2025-02-22,TSLA,549,447.71,C2134
T040013,2025-01-31,NFLX,-482,317.4,C2389
T040014,2025-03-12,NFLX,-78,684.49,C2696
T040015,2025-02-17,TSLA,-128,206.34,C0343
T040016,2025-03-31,NFLX,527,172.78,C2367
T040017,2025-01-31,META,-310,388.81,C3623
T040018,2025-01-04,TSLA,591,383.4,C4328
T040019,2025-02-04,GOOGL,917,788.5,C1298
T040020,2025-03-08,MSFT,57,498.77,C3150
T040021,2025-03-05,AAPL,825,235.33,C0843
T040022,2025-03-24,GOOGL,818,590.52,C0646
T040023,2025-01-09,TSLA,-444,536.47,C3714
T040024,2025-02-15,AAPL,560,310.51,C0067
T040025,2025-03-24,NFLX,172,99.23,C4350
T040026,2025-02-25,TSLA,-1,760.61,C2362
T040027,2025-02-25,MSFT,726,273.73,C2035
T040028,2025-03-24,AMZN,410,723.77,C4873
T040029,2025-01-26,META,-425,544.92,C2228
T040030,2025-03-01,TSLA,-172,499.8,C3571
T040031,2025-03-18,AMZN,594,173.36,C0282
T040032,2025-03-27,MSFT,525,617.79,C2564
T040033,2025-03-13,AMZN,811,427.03,C2364
T040034,2025-03-29,TSLA,421,311.06,C0858
T040035,2025-03-31,META,-113,264.91,C1447
T040036,2025-02-17,MSFT,-231,317.92,C3862
T040037,2025-02-27,AAPL,246,606.74,C0889
T040038,2025-03-04,AMZN,630,387.37,C4680
T040039,2025-02-27,AMZN,851,703.82,C1931
T040040,2025-01-03,GOOGL,433,489.99,C4451
T040041,2025-01-07,TSLA,372,331.75,C3873
T040042,2025-02-21,TSLA,837,546.7,C3802
T040043,2025-03-03,AMZN,30,165.72,C3247
T040044,2025-01-02,AMZN,118,174.44,C0919
T040045,2025-02-02,AMZN,457,379.9,C2137
T040046,2025-01-12,TSLA,-17,688.35,C4368
T040047,2025-02-17,GOOGL,751,405.68,C3929
T040048,2025-03-17,AMZN,-475,104.7,C0552
T040049,2025-02-22,TSLA,994,611.0,C3018
T040050,2025-03-15,TSLA,-418,751.99,C2426
T040051,2025-02-10,GOOGL,865,254.9,C3563
T040052,2025-03-23,META,646,269.09,C1291
T040053,2025-02-27,NFLX,156,669.03,C0149
T040054,2025-03-09,NFLX,335,356.36,C4034
T040055,2025-01-23,META,-147,649.73,C4782
T040056,2025-03-26,GOOGL,938,762.18,C3034
T040057,2025-02-05,NFLX,269,176.93,C3531
T040058,2025-03-26,GOOGL,-197,364.03,C2454
T040059,2025-03-28,NFLX,-54,540.5,C1155
T040060,2025-01-21,AAPL,874,495.9,C1037
T040061,2025-03-13,NFLX,517,704.73,C4672
T040062,2025-02-24,AAPL,-290,207.11,C0260
T040063,2025-02-25,META,516,289.87,C4013
T040064,2025-01-13,AMZN,806,155.65,C1429
T040065,2025-01-22,TSLA,990,403.76,C4771
T040066,2025-01-07,GOOGL,476,421.2,C0940
T040067,2025-01-24,AAPL,87,58.36,C1878
T040068,2025-03-02,NFLX,-120,293.55,C0470
T040069,2025-01-05,AMZN,-375,69.01,C1023
T040070,2025-02-19,TSLA,-208,374.94,C4908
T040071,2025-03-03,GOOGL,-149,621.37,C4264
T040072,2025-02-24,NFLX,47,667.03,C0630
T040073,2025-01-26,AAPL,597,60.12,C3937
T040074,2025-01-10,NFLX,-253,103.75,C3891
T040075,2025-01-11,AAPL,603,395.95,C0942
T040076,2025-02-09,TSLA,102,664.45,C3181
T040077,2025-01-11,META,881,706.93,C4372
T040078,2025-01-04,AAPL,-273,102.43,C2447
T040079,2025-01-02,TSLA,465,445.44,C1766
T040080,2025-03-18,GOOGL,737,154.41,C0438
T040081,2025-02-08,TSLA,852,642.47,C3478
T040082,2025-03-22,NFLX,-462,750.22,C1587
T040083,2025-01-23,NFLX,-169,416.19,C4247
T040084,2025-02-14,GOOGL,-196,785.37,C4773
T040085,2025-03-15,META,862,718.59,C2991
T040086,2025-03-18,MSFT,856,177.78,C0034
T040087,2025-02-11,META,311,268.83,C3595
T040088,2025-02-11,AAPL,-154,315.83,C4896
T040089,2025-01-29,MSFT,-218,279.26,C0462
T040090,2025-01-16,TSLA,-46,445.46,C3356
T040091,2025-03-08,META,-299,687.67,C0691
T040092,2025-03-01,GOOGL,405,705.92,C1965
T040093,2025-01-04,AAPL,777,684.77,C4012
T040094,2025-01-16,AMZN,296,240.36,C4015
T040095,2025-02-10,AAPL,808,591.2,C4997
T040096,2025-01-06,AMZN,571,57.05,C1830
T040097,2025-02-11,AAPL,731,794.32,C3938
T040098,2025-02-26,GOOGL,279,446.75,C1353
T040099,2025-01-28,NFLX,-405,281.77,C3425
T040100,2025-01-23,NFLX,201,695.41,C4305
T040101,2025-03-17,TSLA,260,74.55,C0435
T040102,2025-02-11,GOOGL,329,64.41,C4225
T040103,2025-01-12,AAPL,-284,553.75,C1827
T040104,2025-03-30,AMZN,325,215.0,C1605
T040105,2025-03-05,GOOGL,-196,684.82,C0176
T040106,2025-02-27,NFLX,-173,392.36,C3178
T040107,2025-02-20,NFLX,626,69.31,C4032
T040108,2025-01-29,GOOGL,349,532.2,C1816
T040109,2025-01-19,AMZN,472,619.55,C1462
T040110,2025-03-27,MSFT,210,60.68,C4751
T040111,2025-03-29,AAPL,341,451.94,C2036
T040112,2025-02-14,GOOGL,675,349.87,C1972
T040113,2025-02-23,NFLX,-417,297.59,C4113
T040114,2025-03-21,GOOGL,117,495.37,C2032
T040115,2025-03-07,AAPL,756,678.18,C4710
T040116,2025-03-13,AMZN,-151,591.19,C0439
T040117,2025-01-13,AAPL,66,74.09,C1792
T040118,2025-03-06,TSLA,490,472.85,C0291
T040119,2025-01-12,TSLA,285,140.87,C2128
T040120,2025-03-12,META,377,630.41,C0270
T040121,2025-01-14,GOOGL,-186,357.4,C4827
T040122,2025-02-11,TSLA,-196,422.17,C1785
T040123,2025-03-17,NFLX,-142,228.21,C3704
T040124,2025-02-17,AAPL,897,317.67,C1784
T040125,2025-01-24,GOOGL,-358,545.39,C0884
T040126,2025-03-06,TSLA,72,782.68,C2978
T040127,2025-01-17,AMZN,982,798.68,C3870
T040128,2025-02-07,TSLA,-475,335.48,C0115
T040129,2025-01-28,AMZN,5,317.92,C0361
T040130,2025-02-02,TSLA,475,658.71,C4391
T040131,2025-01-24,AMZN,-307,539.74,C4754
T040132,2025-03-11,AAPL,997,203.42,C0513
T040133,2025-03-26,AAPL,672,144.1,C4329
T040134,2025-01-04,MSFT,-103,61.03,C1611
T040135,2025-02-02,AAPL,-109,355.3,C3044
T040136,2025-01-10,TSLA,692,108.23,C1944
T040137,2025-02-05,META,-345,753.7,C4577
T040138,2025-03-18,GOOGL,-152,314.08,C1687
T040139,2025-03-14,AMZN,-274,91.4,C4410
T040140,2025-01-31,AAPL,158,221.52,C1277
T040141,2025-01-04,NFLX,351,485.6,C3405
T040142,2025-03-25,GOOGL,213,216.57,C3151
T040143,2025-01-08,NFLX,96,124.64,C2831
T040144,2025-01-27,META,722,604.63,C1419
T040145,2025-02-05,AMZN,-406,540.58,C4472
T040146,2025-01-09,AMZN,357,658.28,C3999
T040147,2025-02-12,AMZN,34,546.92,C0149
T040148,2025-01-24,AAPL,-307,576.57,C1957
T040149,2025-02-06,AMZN,713,249.47,C4214
T040150,2025-02-10,MSFT,-39,525.89,C0780
T040151,2025-01-26,META,-445,63.59,C4288
T040152,2025-01-04,NFLX,64,229.17,C2028
T040153,2025-01-01,META,634,545.87,C3879
T040154,2025-01-20,NFLX,-135,543.0,C1712
T040155,2025-02-14,AAPL,-230,184.41,C4119
T040156,2025-03-29,META,129,124.97,C0951
T040157,2025-03-10,GOOGL,86,329.1,C0106
T040158,2025-02-21,MSFT,396,312.79,C0184
T040159,2025-03-05,MSFT,40,688.47,C0515
T040160,2025-01-21,AAPL,266,285.6,C0107
T040161,2025-03-21,META,566,70.03,C3557
T040162,2025-03-13,AMZN,478,669.05,C0694
T040163,2025-03-17,MSFT,-85,555.47,C3519
T040164,2025-01-25,TSLA,324,444.4,C3180
T040165,2025-03-08,GOOGL,-115,95.6,C0645
T040166,2025-01-26,TSLA,949,322.77,C2122
T040167,2025-03-22,AAPL,772,511.1,C2737
T040168,2025-01-27,MSFT,-210,743.86,C4730
T040169,2025-02-21,NFLX,185,478.66,C1801
T040170,2025-03-04,NFLX,-328,638.49,C0631
T040171,2025-03-27,AMZN,434,331.97,C4841
T040172,2025-02-14,META,-285,672.69,C3522
T040173,2025-02-27,AMZN,258,407.65,C0050
T040174,2025-02-07,MSFT,436,179.28,C3121
T040175,2025-02-04,MSFT,899,99.92,C1297
T040176,2025-02-15,NFLX,899,240.42,C3556
T040177,2025-03-12,AMZN,61,98.45,C4105
T040178,2025-01-03,NFLX,60,130.4,C4012
T040179,2025-01-06,GOOGL,21,459.57,C4949
T040180,2025-01-13,AAPL,985,751.95,C0425
T040181,2025-02-15,GOOGL,-281,595.02,C3703
T040182,2025-03-20,NFLX,909,478.18,C1484
T040183,2025-03-31,AMZN,-237,798.77,C3388
T040184,2025-02-02,NFLX,974,547.91,C2575
T040185,2025-03-20,AAPL,505,328.95,C1315
T040186,2025-03-03,NFLX,142,245.17,C4002
T040187,2025-03-04,AAPL,181,646.68,C3375
T040188,2025-02-25,AMZN,-266,199.6,C2990
T040189,2025-02-08,AMZN,-275,769.61,C1123
T040190,2025-03-01,MSFT,648,715.03,C3773
T040191,2025-03-19,MSFT,-123,244.31,C3435
